contract_name,hash,year_month,Match_Date,Matched_Attack_Type,Matched_Loss_Amount,predicted_label
LAURAToken_exp,0xef34f4fdf03e403e3c94e96539354fb4fe0b79a5ec927eacc63bc04108dbf420,25-Jan,20250101,Pair Balance Manipulation,1234 ETH (~$412K USD),1
Will_exp,0xefe58a14fc0022872262678b358aaae64a26fe2389d09093eb14752ea99415e9,24-Jun,20240629,Business Logic Flaw,,1
BlueberryProtocol_exp,0xf0464b01d962f714eee9d4392b2494524d0e10ce3eb3723873afd1346b8b06e4,24-Feb,20240427,Precision Loss,,1
DEPUSDT_LEVUSDC_exp,0xf0a13b445674094c455de9e947a25bade75cac9f5176695fca418898ea25742f,23-Jun,20230616,Incorrect Access Control,,1
Mosca2_exp,0xf13d281d4aa95f1aca457bd17f2531581b0ce918c90905d65934c9e67f6ae0ec,25-Jan,20250113,Logic Flaw,376K,1
SVT_exp,0xf2a0c957fef493af44f55b201fbc6d82db2e4a045c5c856bfe3d8cb80fa30c12,23-Aug,20230826,Flawed Price Calculation,,1
APC_exp,0xf2d4559aeb945fb8e4304da5320ce6a2a96415aa70286715c9fcaf5dbd9d7ed2,22-Dec,20221202,Flashloan & Price Manipulation,,1
NowSwap_exp,0xf3158a7ea59586c5570f5532c22e2582ee9adba2408eabe61622595197c50713,21-Sep,20210915,Logic Flaw,,1
XSIJ_exp,0xf477089602fefcfc1dbdce15834476267914d64a1e6a52f07d3f135f091e1d27,24-Jan,20240130,Business Logic Flaw,,1
Uerii_exp,0xf4a3d0e01bbca6c114954d4a49503fc94dfdbc864bded5530b51a207640d86b5,22-Oct,20221017,Access Control,,1
MaestroRouter2_exp,0xf4ae22177c3abbb0f21defe51dd14eff68eb1b0c52ac4104186220138e8e5bb2,23-Oct,20231034,Arbitrary External Call,,1
PineProtocol_exp,0xf4f254c3c6b64ded778b5af292c6ab6ed886c1bdd8988510bdc0ca0cf7f9857e,23-Dec,20231224,Business Logic Flaw,,0
NBLGAME_exp,0xf4fc3b638f1a377cf22b729199a9aeb27fc62fe2983a65c4d14b99ee5c5b2328,24-Jan,20240124,Business Logic Flaw,,1
CitadelFinance_exp,0xf52a681bc76df1e3a61d9266e3a66c7388ef579d62373feb4fd0991d36006855,24-Jan,20240128,Price Manipulation,,1
MixedSwapRouter_exp,0xf57f041cb6d8a10e11edab50b84e49b59ff834c7d114d1e049cedd654c36194d,24-May,20240531,Arbitrary Call,,1
Token8633_9419_exp,0xf6ec3c22b718c3da17746416992bac7b65a4ef42ccf5b43cf0716c82bffc2844,23-Nov,20231123,Oracle Price Manipulation,,1
MultiChainCapital_exp,0xf72f1d10fc6923f87279ce6c0aef46e372c6652a696f280b0465a301a92f2e26,23-May,20230523,Oracle Price Manipulation,,1
NovaExchange_exp,0xf743dba906255cf6f75f8243ef8192f2a211aacf03df99322584686b5c445c23,22-Dec,20221209,Malicious Unlimited Minting Rugged,,0
DEXRouter_exp,0xf77c5904da98d3d4a6e651d0846d35545ef5ca0b969132ae81a9c63e1efc2113,23-Sep,20230929,Arbitrary External Call,,0
OpenLeverage2_exp,0xf78a85eb32a193e3ed2e708803b57ea8ea22a7f25792851e3de2d7945e6d02d5,24-Apr,20240424,Oracle Price Manipulation,,1
OnyxProtocol_exp,0xf7c21600452939a81b599017ee24ee0dfd92aaaccd0a55d02819a7658a6ef635,23-Nov,20231101,Precision Loss Vulnerability,,1
GDS_exp,0xf9b6cc083f6e0e41ce5e5dd65b294abf577ef47c7056d86315e5e53aa662251e,23-Jan,20230104,Business Logic Flaw,,1
Jimbo_exp,0xf9baf8cee8973cf9700ae1b1f41c625d7a2abdbcbc222582d24a8f2f790d0b5a,23-May,20230531,Protocol Specific Price Manipulation,,1
SUT_exp,0xfa1ece5381b9e2b2b83cb10faefde7632ca411bb38dd6bafe1f1140b1360f6ae,23-Jul,20230721,Business Logic Flaw,,0
USDs_exp,0xfaf84cabc3e1b0cf1ff1738dace1b2810f42d98baeea17b146ae032f0bdf82d5,23-Feb,20230203,Balance Recalculation Bug,,0
Bob_exp,0xfb14292a531411f852993e5a3ba4e7eb63ed548220267b9b3f4aacc5572d3a58,23-Dec,20230110,Business Logic Flaw,,1
Orion_exp,0xfb153c572e304093023b4f9694ef39135b6ed5b2515453173e81ec02df2e2104,23-Feb,20230204,Reentrancy,,1
USDTStakingContract28_exp,0xfc872bf5ca8f04b18b82041ec563e4abf2e31e1fc27d1ea5dee39bc8a79d2d06,23-Jul,20230715,Lack of Access Control,,1
Levyathan_exp,0xfd30def124c1345606598ae4817ae184fc1918fc638111c6e71bc9752361fd87,21-Jul,20210729,I Lost Keys and Minting II Vulnerable EmergencyWithdraw,,0
Jimbo_exp,0xfda5464e97043a2d0093cbed6d0a64f6a86049f5e9608c014396a7390188670e,23-May,20230532,Protocol Specific Price Manipulation,,1
QTN_exp,0xfde10ad92566f369b23ed5135289630b7a6453887c77088794552c2a3d1ce8b7,23-Jan,20230119,Business Logic Flaw,,1
ETHFIN_exp,0xfe031685d84f3bae1785f5b2bd0ed480b87815c3f23ce6ced73b8573b7e367c6,24-Mar,20240324,Oracle Price Manipulation,,1
SELLC02_exp,0xfe80df5d689137810df01e83b4bb51409f13c865e37b23059ecc6b3d32347136,23-May,20230514,Price Manipulation,,1
Zenterest_exp,0xfe8bc757d87e97a5471378c90d390df47e1b29bb9fca918b94acd8ecfaadc598,24-Aug,20240816,Price Out of Date,,1
Raft_exp,0xfeedbf51b4e2338e38171f6e19501327294ab1907ab44cfd2d7e7336c975ace7,23-Nov,20231110,Donate Inflation ExchangeRate & Rounding Error,,1
Audius_exp,0xfefd829e246002a8fd061eede7501bccb6e244a9aacea0ebceaecef5d877a984,22-Jul,20230424,Business Logic Flaw,,1
Themis_exp,0xff368294ccb3cd6e7e263526b5c820b22dea2b2fd8617119ba5c3ab8417403d8,23-Jun,20230628,Manipulation of Prices Using Flashloan,,1
UN_exp,0xff5515268d53df41d407036f547b206e288b226989da496fda367bfeb31c5b8b,23-Jun,20230606,Price Manipulation,,1
MaestroRouter2_exp,0xffb4bd29825bdd41adf344028f759692021cbadc2d4cb5b587e68fd8285c5eb1,23-Oct,20231035,Arbitrary External Call,,1
